epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,17997.9,0.51773,3.10839,1.25015,0.91175,0.91573,0.94711,0.64209,0.55367,3.46867,1.30613,0.000206123,0.000206123,0.000206123
58,18334.3,0.52069,3.09869,1.24231,0.91873,0.91156,0.94896,0.64406,0.55304,3.47115,1.30556,0.00019851,0.00019851,0.00019851
59,18676.8,0.51862,3.09458,1.2426,0.91717,0.91564,0.94842,0.64424,0.55181,3.4505,1.3019,0.000190949,0.000190949,0.000190949
60,19016.8,0.51683,3.05987,1.24015,0.92189,0.91159,0.9499,0.64569,0.5532,3.44202,1.30327,0.00018345,0.00018345,0.00018345
61,19355,0.5107,2.99822,1.21833,0.92472,0.9135,0.94957,0.64569,0.55433,3.4036,1.2997,0.000176018,0.000176018,0.000176018
62,19676.1,0.50821,2.95776,1.21579,0.92502,0.91397,0.94824,0.64651,0.55446,3.37775,1.2945,0.000168662,0.000168662,0.000168662
63,19988.5,0.50741,2.95088,1.23312,0.9222,0.91565,0.94833,0.64823,0.55435,3.38336,1.29659,0.000161389,0.000161389,0.000161389
64,20295.9,0.50945,2.95839,1.22938,0.91698,0.91246,0.94703,0.64902,0.55399,3.40264,1.29701,0.000154206,0.000154206,0.000154206
65,20610.2,0.50276,2.88335,1.21751,0.92015,0.91155,0.94715,0.65023,0.55288,3.39692,1.29512,0.00014712,0.00014712,0.00014712
66,20922,0.50145,2.87633,1.20982,0.91851,0.91346,0.94646,0.6494,0.55168,3.39181,1.29297,0.000140137,0.000140137,0.000140137
67,21231.4,0.49778,2.83661,1.21119,0.91678,0.9169,0.94671,0.64989,0.55094,3.39269,1.29182,0.000133266,0.000133266,0.000133266
68,21540.2,0.49415,2.82239,1.20942,0.91646,0.91853,0.9474,0.65083,0.55093,3.39717,1.29276,0.000126512,0.000126512,0.000126512
69,21846.6,0.49439,2.81252,1.19845,0.92133,0.91503,0.94792,0.65116,0.55012,3.38636,1.29046,0.000119883,0.000119883,0.000119883
70,22154.9,0.49263,2.79609,1.19963,0.91904,0.91581,0.94794,0.65103,0.54985,3.38697,1.29029,0.000113384,0.000113384,0.000113384
71,22459.3,0.49133,2.78202,1.19697,0.92506,0.90989,0.94772,0.6525,0.5496,3.39458,1.29032,0.000107023,0.000107023,0.000107023
72,22768.1,0.48952,2.75364,1.1979,0.92575,0.91022,0.94752,0.65301,0.54936,3.39464,1.28993,0.000100806,0.000100806,0.000100806
73,23077.7,0.48651,2.72019,1.19288,0.92608,0.91118,0.94743,0.65296,0.54903,3.39393,1.28841,9.47376e-05,9.47376e-05,9.47376e-05
74,23385.8,0.48689,2.72441,1.19725,0.91694,0.91353,0.94586,0.65217,0.54874,3.39599,1.28838,8.88253e-05,8.88253e-05,8.88253e-05
75,23690.5,0.48554,2.70141,1.19342,0.91801,0.91302,0.94631,0.65301,0.54831,3.39979,1.28837,8.30746e-05,8.30746e-05,8.30746e-05
76,23995.7,0.48136,2.68913,1.19166,0.92608,0.90565,0.94701,0.65351,0.54782,3.40364,1.28858,7.74911e-05,7.74911e-05,7.74911e-05
77,24307.9,0.48154,2.64884,1.19072,0.9241,0.90553,0.94706,0.6535,0.54768,3.40171,1.28869,7.20803e-05,7.20803e-05,7.20803e-05
78,24614,0.47737,2.64529,1.18329,0.92601,0.905,0.94657,0.65407,0.54738,3.4052,1.28859,6.68475e-05,6.68475e-05,6.68475e-05
79,24924.4,0.4749,2.60606,1.17842,0.92777,0.90578,0.94688,0.65475,0.54715,3.40756,1.28847,6.1798e-05,6.1798e-05,6.1798e-05
80,25231.7,0.47305,2.58333,1.17862,0.93095,0.90147,0.94662,0.65494,0.54688,3.4102,1.28807,5.69366e-05,5.69366e-05,5.69366e-05
81,25541.1,0.47216,2.60983,1.17145,0.93259,0.89974,0.94653,0.6554,0.54676,3.4106,1.28745,5.22683e-05,5.22683e-05,5.22683e-05
82,25852.1,0.47299,2.57978,1.17233,0.93265,0.90076,0.94664,0.65556,0.54686,3.41368,1.28699,4.77976e-05,4.77976e-05,4.77976e-05
83,26164.6,0.4696,2.57501,1.17299,0.93049,0.90238,0.94646,0.65487,0.54666,3.41161,1.28653,4.35288e-05,4.35288e-05,4.35288e-05
84,26469.8,0.46953,2.56843,1.16781,0.93089,0.90424,0.94647,0.65551,0.54659,3.41577,1.28646,3.94663e-05,3.94663e-05,3.94663e-05
85,26781.1,0.46664,2.53952,1.1692,0.93043,0.90459,0.94657,0.65605,0.54666,3.41509,1.28623,3.56141e-05,3.56141e-05,3.56141e-05
86,27089.6,0.46553,2.53448,1.16184,0.92914,0.90642,0.94684,0.65606,0.54655,3.41656,1.28536,3.19759e-05,3.19759e-05,3.19759e-05
87,27397.3,0.46715,2.5196,1.16122,0.92818,0.90827,0.9467,0.6562,0.54651,3.42474,1.28505,2.85553e-05,2.85553e-05,2.85553e-05
88,27708.6,0.46318,2.52107,1.16634,0.92861,0.90843,0.94661,0.65679,0.54663,3.42007,1.28513,2.53557e-05,2.53557e-05,2.53557e-05
89,28021.4,0.46298,2.51052,1.16199,0.92626,0.90918,0.94677,0.65696,0.5466,3.4213,1.28512,2.23803e-05,2.23803e-05,2.23803e-05
90,28331.4,0.46112,2.50273,1.15314,0.92741,0.90896,0.9469,0.65739,0.54642,3.42396,1.28475,1.9632e-05,1.9632e-05,1.9632e-05
91,28644.4,0.45973,2.46748,1.15617,0.92708,0.90885,0.94699,0.65741,0.54642,3.42486,1.28453,1.71135e-05,1.71135e-05,1.71135e-05
92,28958.1,0.45975,2.475,1.15909,0.92743,0.90836,0.94689,0.65733,0.54642,3.41941,1.28433,1.48273e-05,1.48273e-05,1.48273e-05
93,29268.2,0.45796,2.46346,1.15818,0.92741,0.90817,0.94683,0.65766,0.54638,3.41679,1.28418,1.27757e-05,1.27757e-05,1.27757e-05
94,29580,0.45829,2.47779,1.15902,0.92641,0.90914,0.94692,0.65729,0.54648,3.41851,1.28424,1.09606e-05,1.09606e-05,1.09606e-05
95,29893.7,0.45796,2.46318,1.16033,0.92679,0.90904,0.94668,0.6572,0.5465,3.41817,1.28428,9.38391e-06,9.38391e-06,9.38391e-06
96,30203.6,0.45674,2.4501,1.15525,0.92573,0.91099,0.94671,0.65688,0.54648,3.41931,1.2841,8.04714e-06,8.04714e-06,8.04714e-06
97,30511.8,0.45847,2.44771,1.15729,0.92601,0.91087,0.94658,0.65715,0.54661,3.42059,1.28434,6.95161e-06,6.95161e-06,6.95161e-06
98,30825.7,0.45839,2.46252,1.15881,0.92538,0.91191,0.94665,0.65712,0.54657,3.41892,1.28421,6.09841e-06,6.09841e-06,6.09841e-06
99,31134.8,0.45727,2.44072,1.15453,0.92515,0.91282,0.94692,0.65717,0.54677,3.4184,1.28435,5.48838e-06,5.48838e-06,5.48838e-06
100,31445.7,0.45449,2.43134,1.15058,0.93304,0.90663,0.9476,0.65736,0.54675,3.41875,1.28428,5.12213e-06,5.12213e-06,5.12213e-06
1,362.358,0.87932,11.1192,1.6452,0.54251,0.55137,0.56857,0.2808,0.85053,11.2297,1.68765,0.0668534,0.000166566,0.000166566
2,700.393,0.84063,9.00088,1.60743,0.61233,0.62402,0.6274,0.32332,0.78334,8.52472,1.53962,0.0336867,0.000333151,0.000333151
3,1027.49,0.8049,8.06705,1.55836,0.58845,0.63337,0.64563,0.34322,0.75513,8.7513,1.5287,0.000519625,0.000499411,0.000499411
4,1353.82,0.7739,7.43033,1.50673,0.73903,0.67434,0.73762,0.40152,0.74669,7.53605,1.47737,0.000498902,0.000498902,0.000498902
5,1680.91,0.74603,6.97464,1.48185,0.72037,0.71657,0.75972,0.41708,0.73715,7.2051,1.46497,0.000498048,0.000498048,0.000498048
6,2009.04,0.72445,6.52973,1.44642,0.78244,0.71554,0.7922,0.45046,0.70397,6.75293,1.42148,0.000496953,0.000496953,0.000496953
7,2336.77,0.7129,6.34487,1.43745,0.78033,0.74658,0.82402,0.47061,0.68867,6.40965,1.40307,0.000495616,0.000495616,0.000495616
8,2664.47,0.69633,6.05704,1.41394,0.76879,0.76913,0.83757,0.48298,0.68507,6.08584,1.38091,0.000494039,0.000494039,0.000494039
9,2991.54,0.69358,5.88251,1.40328,0.72854,0.76177,0.80235,0.47595,0.66492,6.61761,1.37967,0.000492224,0.000492224,0.000492224
10,3317.84,0.67643,5.67334,1.37795,0.86399,0.75722,0.85945,0.50824,0.66137,5.74261,1.36657,0.000490173,0.000490173,0.000490173
11,3644.92,0.67335,5.6268,1.38463,0.80024,0.78528,0.84196,0.4884,0.66556,5.82067,1.36237,0.000487886,0.000487886,0.000487886
12,3972.37,0.66534,5.4873,1.38699,0.8599,0.78637,0.87172,0.52318,0.67016,5.59897,1.37724,0.000485368,0.000485368,0.000485368
13,4301.8,0.65941,5.3283,1.36777,0.80602,0.80502,0.86092,0.51972,0.64319,5.5451,1.36099,0.00048262,0.00048262,0.00048262
14,4626.79,0.64912,5.20699,1.35482,0.84267,0.79744,0.87699,0.52906,0.65185,5.27353,1.3628,0.000479644,0.000479644,0.000479644
15,4956.22,0.64485,5.08817,1.35354,0.8471,0.8147,0.87999,0.52968,0.65042,5.22377,1.35394,0.000476445,0.000476445,0.000476445
16,5284.39,0.6474,5.07311,1.35619,0.85254,0.81671,0.88593,0.53007,0.64806,5.13677,1.35612,0.000473024,0.000473024,0.000473024
17,5615.72,0.6369,4.98694,1.34838,0.87043,0.8139,0.88733,0.54837,0.64669,5.03163,1.34876,0.000469386,0.000469386,0.000469386
18,5943.04,0.62947,4.9285,1.32699,0.87918,0.82075,0.89523,0.5516,0.63399,5.12054,1.33138,0.000465534,0.000465534,0.000465534
19,6272.52,0.62874,4.86019,1.3402,0.86813,0.83173,0.89952,0.56568,0.61994,4.86024,1.32293,0.000461471,0.000461471,0.000461471
20,6599.21,0.62812,4.83749,1.33863,0.88959,0.8347,0.90391,0.56051,0.624,4.87496,1.33412,0.000457202,0.000457202,0.000457202
21,6925.15,0.62194,4.73576,1.32656,0.87796,0.85014,0.90862,0.56896,0.61757,4.77174,1.31646,0.000452732,0.000452732,0.000452732
22,7249.14,0.6244,4.70419,1.31857,0.87157,0.84592,0.90317,0.55968,0.61822,4.90848,1.31465,0.000448063,0.000448063,0.000448063
23,7581.94,0.61278,4.60931,1.32225,0.87116,0.8631,0.91356,0.57552,0.62071,4.70942,1.31218,0.000443202,0.000443202,0.000443202
24,7909.41,0.60719,4.57571,1.30882,0.8935,0.85765,0.919,0.57763,0.61576,4.68677,1.32891,0.000438152,0.000438152,0.000438152
25,8237.97,0.60956,4.54128,1.33118,0.869,0.85427,0.90925,0.56605,0.6297,4.7583,1.33933,0.00043292,0.00043292,0.00043292
26,8565.66,0.6084,4.50271,1.30713,0.88687,0.856,0.91151,0.57757,0.61597,4.47583,1.31545,0.000427509,0.000427509,0.000427509
27,8895.49,0.59798,4.4021,1.30226,0.90012,0.86207,0.92371,0.58816,0.60704,4.55217,1.30029,0.000421925,0.000421925,0.000421925
28,9220.42,0.59518,4.33355,1.2889,0.90912,0.86399,0.92343,0.58234,0.61295,4.41912,1.30198,0.000416175,0.000416175,0.000416175
29,9547.52,0.59679,4.36441,1.30034,0.88965,0.87197,0.92502,0.59025,0.61216,4.34664,1.30901,0.000410262,0.000410262,0.000410262
30,9877.19,0.59388,4.27117,1.28728,0.90315,0.86191,0.92575,0.58985,0.6015,4.32637,1.293,0.000404194,0.000404194,0.000404194
31,10203.9,0.59509,4.27316,1.29614,0.91328,0.85987,0.92684,0.59657,0.60076,4.2394,1.30929,0.000397977,0.000397977,0.000397977
32,10536.4,0.58481,4.2263,1.29029,0.9024,0.8717,0.92825,0.58952,0.61268,4.25191,1.31407,0.000391616,0.000391616,0.000391616
33,10864.6,0.58678,4.21871,1.29155,0.91886,0.86357,0.92956,0.59956,0.6012,4.22163,1.29715,0.000385117,0.000385117,0.000385117
34,11191,0.58263,4.14996,1.28517,0.91688,0.86294,0.9317,0.60245,0.59429,4.13966,1.28726,0.000378488,0.000378488,0.000378488
35,11518.5,0.58231,4.14422,1.28372,0.9183,0.86566,0.93115,0.60128,0.60064,4.16325,1.2995,0.000371734,0.000371734,0.000371734
36,11846.3,0.57947,4.06293,1.26702,0.91091,0.8738,0.93497,0.59703,0.60335,4.07547,1.28577,0.000364863,0.000364863,0.000364863
37,12173.5,0.57626,4.01198,1.27438,0.92494,0.86428,0.93213,0.60018,0.61009,4.102,1.29338,0.00035788,0.00035788,0.00035788
38,12501.3,0.57202,4.01873,1.2718,0.93756,0.86706,0.93646,0.60895,0.59909,4.13062,1.29146,0.000350794,0.000350794,0.000350794
39,12826,0.56657,3.98112,1.26075,0.93613,0.86521,0.93706,0.61115,0.59209,3.96033,1.28971,0.000343611,0.000343611,0.000343611
40,13152,0.56997,3.92747,1.263,0.91233,0.87262,0.93636,0.61061,0.59429,4.02565,1.28829,0.000336338,0.000336338,0.000336338
41,13478.9,0.57039,3.89547,1.25602,0.93212,0.87283,0.93605,0.61225,0.59172,3.91312,1.28036,0.000328982,0.000328982,0.000328982
42,13805.4,0.56007,3.79872,1.24737,0.9321,0.87549,0.93914,0.61134,0.59338,3.92052,1.27807,0.00032155,0.00032155,0.00032155
43,14133.3,0.55976,3.78744,1.2424,0.92996,0.88154,0.93877,0.61903,0.58278,3.8872,1.26799,0.000314051,0.000314051,0.000314051
44,14458.8,0.56168,3.77394,1.24689,0.93366,0.87518,0.94133,0.61984,0.58535,3.8219,1.27147,0.00030649,0.00030649,0.00030649
45,14786.1,0.55944,3.76321,1.24802,0.93339,0.8777,0.94245,0.61712,0.59142,3.86676,1.27699,0.000298877,0.000298877,0.000298877
46,15114,0.55563,3.70581,1.24165,0.91814,0.88971,0.94129,0.62244,0.58659,3.84857,1.2742,0.000291218,0.000291218,0.000291218
47,15439.8,0.55225,3.69836,1.25143,0.91657,0.89226,0.94152,0.62293,0.57931,3.81276,1.2722,0.00028352,0.00028352,0.00028352
48,15766.7,0.54949,3.63668,1.23275,0.91422,0.89822,0.9403,0.62227,0.58052,3.80292,1.26806,0.000275792,0.000275792,0.000275792
49,16094.9,0.54742,3.59405,1.23287,0.92954,0.88804,0.94299,0.62367,0.57874,3.77063,1.26355,0.000268041,0.000268041,0.000268041
50,16424.3,0.54537,3.60616,1.23984,0.92974,0.88914,0.94361,0.62571,0.57685,3.76971,1.26458,0.000260274,0.000260274,0.000260274
51,16751.9,0.54332,3.56429,1.22583,0.92342,0.89441,0.94498,0.63012,0.57366,3.74022,1.26355,0.0002525,0.0002525,0.0002525
52,17079.4,0.54144,3.52109,1.23294,0.93308,0.88466,0.94412,0.62683,0.5778,3.74847,1.2689,0.000244726,0.000244726,0.000244726
53,17406.7,0.53943,3.4853,1.22316,0.92433,0.88844,0.94294,0.628,0.57857,3.74657,1.26793,0.000236959,0.000236959,0.000236959
54,17731.4,0.53977,3.49661,1.21287,0.9356,0.88607,0.94379,0.62847,0.58015,3.75068,1.26333,0.000229208,0.000229208,0.000229208
55,18061.5,0.53565,3.47603,1.2286,0.93469,0.88709,0.94188,0.62708,0.57953,3.74884,1.26294,0.00022148,0.00022148,0.00022148
56,18390.9,0.52974,3.40808,1.21442,0.93266,0.89426,0.94356,0.62994,0.57929,3.73488,1.26297,0.000213782,0.000213782,0.000213782
57,18717.9,0.52987,3.41816,1.21188,0.93377,0.89917,0.94583,0.63163,0.57848,3.70272,1.26084,0.000206123,0.000206123,0.000206123
58,19048.5,0.52747,3.37223,1.20446,0.93226,0.90377,0.94405,0.63083,0.57942,3.70711,1.26049,0.00019851,0.00019851,0.00019851
59,19378.3,0.52652,3.34275,1.20841,0.93493,0.90249,0.94583,0.6323,0.57927,3.67194,1.26125,0.000190949,0.000190949,0.000190949
60,19704.4,0.5211,3.26518,1.20394,0.93949,0.90268,0.94653,0.635,0.5764,3.64143,1.2586,0.00018345,0.00018345,0.00018345
61,20030.6,0.52131,3.26904,1.20032,0.93993,0.90067,0.94626,0.63495,0.57635,3.64585,1.25843,0.000176018,0.000176018,0.000176018
62,20360.3,0.52011,3.25122,1.20122,0.93476,0.90398,0.94657,0.63474,0.57676,3.63368,1.25916,0.000168662,0.000168662,0.000168662
63,20688.1,0.51688,3.23246,1.20406,0.93458,0.90391,0.94657,0.63583,0.5778,3.6271,1.26168,0.000161389,0.000161389,0.000161389
64,21015.5,0.51697,3.20663,1.19897,0.93839,0.90405,0.94853,0.63592,0.57688,3.61946,1.26049,0.000154206,0.000154206,0.000154206
65,21346,0.51464,3.18927,1.19993,0.93573,0.90293,0.94887,0.63688,0.57602,3.62055,1.25992,0.00014712,0.00014712,0.00014712
66,21676.6,0.50858,3.12023,1.18527,0.92908,0.90351,0.94802,0.63788,0.57397,3.61851,1.257,0.000140137,0.000140137,0.000140137
67,22004.9,0.50587,3.10631,1.18599,0.92921,0.90881,0.94904,0.63993,0.57231,3.62043,1.25481,0.000133266,0.000133266,0.000133266
68,22333.2,0.50866,3.09659,1.18616,0.92944,0.90799,0.94888,0.64029,0.57067,3.6182,1.25281,0.000126512,0.000126512,0.000126512
69,22661.8,0.50386,3.07315,1.17876,0.92993,0.90896,0.94902,0.64056,0.56931,3.62233,1.25108,0.000119883,0.000119883,0.000119883
70,22988.1,0.50137,3.07257,1.17586,0.92759,0.90843,0.94882,0.63979,0.56931,3.63083,1.25079,0.000113384,0.000113384,0.000113384
71,23313.9,0.49791,3.03529,1.17197,0.92986,0.90148,0.94826,0.64078,0.56901,3.64228,1.25118,0.000107023,0.000107023,0.000107023
72,23641.7,0.49877,3.00448,1.17565,0.93043,0.9022,0.94702,0.641,0.56852,3.64704,1.25117,0.000100806,0.000100806,0.000100806
73,23971,0.49414,2.97547,1.17339,0.93025,0.90659,0.94786,0.64122,0.56824,3.64359,1.25119,9.47376e-05,9.47376e-05,9.47376e-05
74,24299.5,0.49684,3.00016,1.17317,0.93237,0.90306,0.94757,0.64048,0.56788,3.64869,1.25083,8.88253e-05,8.88253e-05,8.88253e-05
75,24622.8,0.49463,2.959,1.16569,0.93196,0.90225,0.948,0.64039,0.56738,3.65134,1.25006,8.30746e-05,8.30746e-05,8.30746e-05
76,24946.4,0.4937,2.95322,1.16492,0.93262,0.90202,0.94791,0.64066,0.567,3.64676,1.24961,7.74911e-05,7.74911e-05,7.74911e-05
77,25274.5,0.48751,2.90037,1.16404,0.9342,0.90118,0.94678,0.64115,0.56668,3.64872,1.24949,7.20803e-05,7.20803e-05,7.20803e-05
78,25601.8,0.48673,2.90804,1.15614,0.93218,0.90223,0.94593,0.6422,0.56677,3.65029,1.24957,6.68475e-05,6.68475e-05,6.68475e-05
79,25931.3,0.48473,2.8785,1.15665,0.93303,0.90337,0.94709,0.64204,0.56682,3.65383,1.24972,6.1798e-05,6.1798e-05,6.1798e-05
80,26258.8,0.48192,2.84046,1.15924,0.93151,0.9062,0.94718,0.64242,0.56648,3.65663,1.24946,5.69366e-05,5.69366e-05,5.69366e-05
81,26585.4,0.48305,2.83074,1.15339,0.93485,0.90376,0.94742,0.64217,0.56678,3.65154,1.24991,5.22683e-05,5.22683e-05,5.22683e-05
82,26913.3,0.48027,2.80726,1.15385,0.93543,0.90607,0.94833,0.64278,0.56661,3.65481,1.24962,4.77976e-05,4.77976e-05,4.77976e-05
83,27241.1,0.47904,2.831,1.15044,0.93594,0.90637,0.94814,0.64221,0.56651,3.65293,1.24913,4.35288e-05,4.35288e-05,4.35288e-05
84,27568,0.47693,2.78422,1.14523,0.93819,0.9063,0.94834,0.64292,0.56633,3.64818,1.24885,3.94663e-05,3.94663e-05,3.94663e-05
85,27894.8,0.47664,2.77195,1.14961,0.9385,0.90654,0.94837,0.6434,0.56648,3.64299,1.24903,3.56141e-05,3.56141e-05,3.56141e-05
86,28221.9,0.47366,2.75086,1.1438,0.93656,0.90617,0.94736,0.64349,0.56651,3.64054,1.24906,3.19759e-05,3.19759e-05,3.19759e-05
87,28547.3,0.4749,2.77714,1.14235,0.9354,0.90514,0.94711,0.64367,0.56643,3.63473,1.24892,2.85553e-05,2.85553e-05,2.85553e-05
88,28874.2,0.47234,2.75023,1.14538,0.93608,0.90433,0.94721,0.64343,0.56636,3.63339,1.24889,2.53557e-05,2.53557e-05,2.53557e-05
89,29203.9,0.47208,2.73695,1.13857,0.93482,0.90501,0.94712,0.64316,0.5663,3.62748,1.24883,2.23803e-05,2.23803e-05,2.23803e-05
90,29531.4,0.46914,2.73579,1.13485,0.93483,0.90451,0.94729,0.64321,0.56636,3.62636,1.24874,1.9632e-05,1.9632e-05,1.9632e-05
91,29857.5,0.46842,2.71141,1.13571,0.93836,0.90185,0.94721,0.64312,0.56634,3.62627,1.24861,1.71135e-05,1.71135e-05,1.71135e-05
92,30187.4,0.46914,2.7096,1.1391,0.93848,0.90324,0.94719,0.6431,0.56648,3.62287,1.24866,1.48273e-05,1.48273e-05,1.48273e-05
93,30515,0.46562,2.67728,1.13266,0.93779,0.90388,0.94736,0.64301,0.5665,3.61911,1.24866,1.27757e-05,1.27757e-05,1.27757e-05
94,30840.8,0.4686,2.70121,1.1367,0.9382,0.90363,0.94758,0.64339,0.56666,3.61945,1.24873,1.09606e-05,1.09606e-05,1.09606e-05
95,31167.7,0.46669,2.6954,1.13628,0.93992,0.90162,0.94733,0.64358,0.56623,3.61975,1.24786,9.38391e-06,9.38391e-06,9.38391e-06
96,31497,0.46826,2.70226,1.13359,0.94121,0.90146,0.94746,0.64328,0.56628,3.61638,1.24782,8.04714e-06,8.04714e-06,8.04714e-06
97,31823.6,0.4675,2.6919,1.13368,0.94024,0.90165,0.94727,0.64371,0.56625,3.61562,1.24774,6.95161e-06,6.95161e-06,6.95161e-06
98,32153.5,0.46815,2.70408,1.13834,0.9376,0.90222,0.94753,0.64383,0.56632,3.61403,1.24789,6.09841e-06,6.09841e-06,6.09841e-06
99,32481.2,0.46731,2.68286,1.13415,0.94062,0.90104,0.94687,0.64357,0.56638,3.6096,1.24786,5.48838e-06,5.48838e-06,5.48838e-06
100,32807.1,0.46587,2.6799,1.13381,0.94205,0.90179,0.94769,0.64382,0.56646,3.61113,1.24794,5.12213e-06,5.12213e-06,5.12213e-06
1,51.2401,1.1312,21.3945,2.19824,0.46227,0.45799,0.40681,0.15821,1.10928,15.2631,2.26535,0.0670017,0.000165821,0.000165821
2,92.9906,1.06252,14.7625,2.07228,0.4263,0.39421,0.40212,0.16011,1.08692,15.5872,2.23123,0.0338349,0.000332406,0.000332406
3,134.459,1.07658,13.2599,2.06994,0.52588,0.47042,0.50648,0.21082,1.0517,14.4955,2.18534,0.000667871,0.000498666,0.000498666
4,175.591,1.03292,12.809,2.0338,0.5317,0.59575,0.57754,0.24356,1.09529,13.7201,2.1285,0.000498902,0.000498902,0.000498902
5,216.427,1.02924,11.956,2.01033,0.6459,0.67878,0.69764,0.32574,1.00962,10.8675,1.97874,0.000498048,0.000498048,0.000498048
6,257.073,1.0242,11.5974,1.98785,0.57144,0.5763,0.64817,0.29441,1.02246,11.565,2.02763,0.000496953,0.000496953,0.000496953
7,297.295,1.01497,11.1335,1.94793,0.63382,0.57549,0.61983,0.27449,1.03119,11.2812,2.008,0.000495616,0.000495616,0.000495616
8,337.748,0.98822,10.3327,1.948,0.76351,0.62495,0.73419,0.34214,0.98406,10.1631,1.92059,0.000494039,0.000494039,0.000494039
9,378.942,0.98182,9.97333,1.9602,0.75617,0.73848,0.80264,0.39107,0.94615,9.16868,1.86933,0.000492224,0.000492224,0.000492224
10,418.804,0.97037,9.69259,1.90849,0.69984,0.65971,0.75833,0.37136,0.9672,9.66309,1.92674,0.000490173,0.000490173,0.000490173
11,458.974,0.95216,9.58013,1.88996,0.66682,0.68864,0.72199,0.34977,0.97298,10.4555,1.91699,0.000487886,0.000487886,0.000487886
12,500.327,0.94629,9.22866,1.8954,0.72808,0.72766,0.77569,0.37376,0.96684,9.15728,1.94724,0.000485368,0.000485368,0.000485368
13,540.085,0.94829,8.78361,1.87778,0.69122,0.77426,0.7912,0.40623,0.93643,8.8266,1.89627,0.00048262,0.00048262,0.00048262
14,580.945,0.92562,8.36255,1.83127,0.7815,0.75647,0.82941,0.40165,0.94743,8.49303,1.86694,0.000479644,0.000479644,0.000479644
15,621.043,0.92349,8.17564,1.82363,0.78559,0.75607,0.83403,0.42798,0.92545,8.56234,1.86863,0.000476445,0.000476445,0.000476445
16,661.686,0.91631,8.06269,1.77952,0.74953,0.77556,0.83522,0.4139,0.94828,8.31446,1.83448,0.000473024,0.000473024,0.000473024
17,701.561,0.89858,7.96027,1.80735,0.76934,0.80071,0.8675,0.4383,0.92571,7.88141,1.81168,0.000469386,0.000469386,0.000469386
18,742.647,0.91245,7.91627,1.82345,0.83281,0.74715,0.83532,0.42708,0.94029,8.19039,1.86186,0.000465534,0.000465534,0.000465534
19,782.688,0.90441,7.76681,1.74212,0.82222,0.78893,0.85587,0.44347,0.95033,7.84529,1.84538,0.000461471,0.000461471,0.000461471
20,822.563,0.88457,7.27642,1.74889,0.81654,0.78938,0.85014,0.43526,0.93301,7.79947,1.83728,0.000457202,0.000457202,0.000457202
21,862.063,0.89079,7.28785,1.77859,0.77581,0.80634,0.85644,0.44388,0.90015,7.69281,1.79665,0.000452732,0.000452732,0.000452732
22,902.549,0.86809,7.09455,1.74905,0.8429,0.80527,0.87437,0.45423,0.91343,7.49148,1.80679,0.000448063,0.000448063,0.000448063
23,943.267,0.86891,6.97143,1.72102,0.77299,0.78583,0.84692,0.43194,0.95724,7.80929,1.87554,0.000443202,0.000443202,0.000443202
24,983.704,0.87939,7.01181,1.76088,0.84339,0.829,0.87214,0.46239,0.90863,7.09751,1.78901,0.000438152,0.000438152,0.000438152
25,1024.56,0.85935,6.71466,1.69558,0.79504,0.81923,0.88146,0.46461,0.90248,7.32586,1.80569,0.00043292,0.00043292,0.00043292
26,1064.63,0.85945,6.88082,1.72821,0.84942,0.82328,0.88052,0.48495,0.88516,7.168,1.77014,0.000427509,0.000427509,0.000427509
27,1105.66,0.8467,6.25596,1.73864,0.84083,0.85327,0.89218,0.48397,0.88424,6.83931,1.75159,0.000421925,0.000421925,0.000421925
28,1147.57,0.85366,6.48702,1.69628,0.86319,0.82368,0.90754,0.47248,0.91471,6.9579,1.81243,0.000416175,0.000416175,0.000416175
29,1187.34,0.84175,6.50592,1.68528,0.88641,0.81944,0.89686,0.47126,0.90446,6.63434,1.80131,0.000410262,0.000410262,0.000410262
30,1227.09,0.8285,6.07885,1.67277,0.84431,0.82233,0.89132,0.48362,0.87591,6.70285,1.73719,0.000404194,0.000404194,0.000404194
31,1266.68,0.81371,5.99922,1.65142,0.85816,0.83607,0.90768,0.5009,0.87083,6.48679,1.72419,0.000397977,0.000397977,0.000397977
32,1307.29,0.8321,6.14116,1.67618,0.88542,0.87192,0.91551,0.51131,0.85438,6.26633,1.73668,0.000391616,0.000391616,0.000391616
33,1347.81,0.81508,5.79738,1.63358,0.85969,0.83643,0.88671,0.4863,0.86327,6.52841,1.73867,0.000385117,0.000385117,0.000385117
34,1388.39,0.82471,5.91286,1.66219,0.86838,0.86221,0.8949,0.46877,0.90814,6.77928,1.81551,0.000378488,0.000378488,0.000378488
35,1428.21,0.82512,5.87849,1.67815,0.84044,0.84371,0.8758,0.46204,0.89646,6.87573,1.80033,0.000371734,0.000371734,0.000371734
36,1469.03,0.82432,5.7815,1.69503,0.88261,0.84045,0.91657,0.48659,0.89462,6.4356,1.76176,0.000364863,0.000364863,0.000364863
37,1510.5,0.81406,5.65299,1.67193,0.8958,0.8387,0.91155,0.51167,0.85653,5.89406,1.72009,0.00035788,0.00035788,0.00035788
